population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"xstock_spot; A/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,A/USD,5,610,1,TT,20.02002002001957,0.12622950819672132,0.20163934426229507
"xstock_spot; PSA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,5,354,2,MM,-3.9992001599675753,0.6497175141242938,0.96045197740113
"xstock_spot; PSA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,15,101,1,TT,20.02002002001957,0.26732673267326734,0.38613861386138615
"xstock_spot; PSA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,15,101,1,MT,8.00800800800916,0.40594059405940597,0.6831683168316832
"xstock_spot; PSA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,15,101,1,MM,-3.9992001599675753,0.6237623762376238,0.9702970297029703
"xstock_spot; PSA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,15,101,2,TT,16.012810248198228,0.2871287128712871,0.43564356435643564
"xstock_spot; PSA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,15,101,2,MT,6.004803843076001,0.43564356435643564,0.7623762376237624
"xstock_spot; PSA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSA/USD,15,101,2,MM,-3.9992001599675753,0.6237623762376238,0.9702970297029703
"xstock_spot; PSX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,5,1100,1,TT,20.02002002001957,0.15181818181818182,0.24
"xstock_spot; PSX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,5,1100,1,MT,8.00800800800916,0.33090909090909093,0.5663636363636364
"xstock_spot; PSX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,5,1100,1,MM,-3.9992001599675753,0.6245454545454545,0.9690909090909091
"xstock_spot; PSX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,5,1100,2,TT,16.012810248198228,0.20454545454545456,0.32545454545454544
"xstock_spot; PSX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,5,1100,2,MT,6.004803843076001,0.3690909090909091,0.6554545454545454
"xstock_spot; PSX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,5,1100,2,MM,-3.9992001599675753,0.6245454545454545,0.9690909090909091
"xstock_spot; PSX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,15,697,1,TT,20.02002002001957,0.3328550932568149,0.5121951219512195
"xstock_spot; PSX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,15,697,1,MT,8.00800800800916,0.42898134863701576,0.7474892395982783
"xstock_spot; PSX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,15,697,1,MM,-3.9992001599675753,0.5509325681492109,0.975609756097561
"xstock_spot; PSX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,15,697,2,TT,16.012810248198228,0.3629842180774749,0.5796269727403156
"xstock_spot; PSX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,15,697,2,MT,6.004803843076001,0.4519368723098996,0.7977044476327116
"xstock_spot; PSX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,15,697,2,MM,-3.9992001599675753,0.5509325681492109,0.975609756097561
"xstock_spot; PSX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,60,130,1,TT,20.02002002001957,0.7153846153846154,0.9846153846153847
"xstock_spot; PSX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,60,130,1,MT,8.00800800800916,0.7307692307692307,1.0
"xstock_spot; PSX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,60,130,1,MM,-3.9992001599675753,0.7692307692307693,1.0
"xstock_spot; PSX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,60,130,2,TT,16.012810248198228,0.7230769230769231,1.0
"xstock_spot; PSX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,60,130,2,MT,6.004803843076001,0.7461538461538462,1.0
"xstock_spot; PSX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PSX/USD,60,130,2,MM,-3.9992001599675753,0.7692307692307693,1.0
"xstock_spot; PWR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,5,523,1,TT,20.02002002001957,0.19694072657743786,0.2944550669216061
"xstock_spot; PWR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,5,523,1,MT,8.00800800800916,0.361376673040153,0.5755258126195029
"xstock_spot; PWR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,5,523,1,MM,-3.9992001599675753,0.6615678776290631,0.9445506692160612
"xstock_spot; PWR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,5,523,2,TT,16.012810248198228,0.23518164435946462,0.3690248565965583
"xstock_spot; PWR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,5,523,2,MT,6.004803843076001,0.39961759082217974,0.6443594646271511
"xstock_spot; PWR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,5,523,2,MM,-3.9992001599675753,0.6615678776290631,0.9445506692160612
"xstock_spot; PWR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,15,155,1,TT,20.02002002001957,0.3548387096774194,0.49032258064516127
"xstock_spot; PWR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,15,155,1,MT,8.00800800800916,0.5032258064516129,0.7612903225806451
"xstock_spot; PWR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,15,155,1,MM,-3.9992001599675753,0.6774193548387096,0.9870967741935484
"xstock_spot; PWR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,15,155,2,TT,16.012810248198228,0.4,0.5548387096774193
"xstock_spot; PWR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,15,155,2,MT,6.004803843076001,0.535483870967742,0.8193548387096774
"xstock_spot; PWR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PWR/USD,15,155,2,MM,-3.9992001599675753,0.6774193548387096,0.9870967741935484
"xstock_spot; PYPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,5,1548,1,TT,20.02002002001957,0.1065891472868217,0.18540051679586564
"xstock_spot; PYPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,5,1548,1,MT,8.00800800800916,0.28229974160206717,0.5
"xstock_spot; PYPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,5,1548,1,MM,-3.9992001599675753,0.6518087855297158,0.9948320413436692
"xstock_spot; PYPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,5,1548,2,TT,16.012810248198228,0.1421188630490956,0.25775193798449614
"xstock_spot; PYPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,5,1548,2,MT,6.004803843076001,0.32622739018087854,0.5813953488372093
"xstock_spot; PYPL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,5,1548,2,MM,-3.9992001599675753,0.6518087855297158,0.9948320413436692
"xstock_spot; PYPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,15,1495,1,TT,20.02002002001957,0.22006688963210702,0.3866220735785953
"xstock_spot; PYPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,15,1495,1,MT,8.00800800800916,0.3839464882943144,0.6929765886287625
"xstock_spot; PYPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,15,1495,1,MM,-3.9992001599675753,0.6187290969899666,0.9953177257525083
"xstock_spot; PYPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,15,1495,2,TT,16.012810248198228,0.26354515050167227,0.47558528428093644
"xstock_spot; PYPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,15,1495,2,MT,6.004803843076001,0.4100334448160535,0.7525083612040134
"xstock_spot; PYPL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,15,1495,2,MM,-3.9992001599675753,0.6187290969899666,0.9953177257525083
"xstock_spot; PYPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,60,1270,1,TT,20.02002002001957,0.37480314960629924,0.6590551181102362
"xstock_spot; PYPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,60,1270,1,MT,8.00800800800916,0.4748031496062992,0.8535433070866142
"xstock_spot; PYPL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,PYPL/USD,60,1270,1,MM,-3.9992001599675753,0.5921259842519685,0.9952755905511811
